"scheme_name","source_sheet","meter_label","linked_unit_label","meter_type","provisional_meter_key","prepaid","pq_factor","latest_reading","latest_reading_date","history_points"
"Panarama View","Panarama View","PV 21","PV 21","UNIT","PV_21","","1,2829","6131","2020/11/06","34"
"Panarama View","Panarama View","PV 22A","PV 22A","UNIT","PV_22A","","1,2608","33231","2020/11/06","34"
"Panarama View","Panarama View","PV 23","PV 23","UNIT","PV_23","1","1,2829","21638","2020/11/06","34"
"Panarama View","Panarama View","PV 24A","PV 24A","UNIT","PV_24A","","1,2608","91362","2020/11/06","34"
"Panarama View","Panarama View","PV 25","PV 25","UNIT","PV_25","","1,2608","11839","2020/11/06","34"
"Panarama View","Panarama View","PV 26","PV 26","UNIT","PV_26","","1,2608","23633","2020/11/06","34"
"Panarama View","Panarama View","PV 27A","PV 27A","UNIT","PV_27A","","1,2608","25440","2020/11/06","34"
"Panarama View","Panarama View","PV 28","PV 28","UNIT","PV_28","","1,2829","20373","2020/11/06","34"
"Panarama View","Panarama View","PV 29","PV 29","UNIT","PV_29","1","1,2829","96155","2020/11/06","34"
"Panarama View","Panarama View","PV 30","PV 30","UNIT","PV_30","1","1,2829","8590","2020/11/06","34"
"Panarama View","Panarama View","PV 31A","PV 31A","UNIT","PV_31A","","1,2829","36905","2020/11/06","34"
"Panarama View","Panarama View","PV 32","PV 32","UNIT","PV_32","","1,2829","38540","2020/11/06","34"
"Panarama View","Panarama View","PV 33","PV 33","UNIT","PV_33","","1,2829","19481","2020/11/06","34"
"Panarama View","Panarama View","PV 34","PV 34","UNIT","PV_34","","1,2608","32304","2020/11/06","34"
"Panarama View","Panarama View","PV 35","PV 35","UNIT","PV_35","1","1,2829","87131","2020/11/06","34"
"Panarama View","Panarama View","PV 36","PV 36","UNIT","PV_36","1","1,2829","29689","2020/11/06","34"
"Panarama View","Panarama View","PV 37","PV 37","UNIT","PV_37","","0,9069","17134","2020/11/06","34"
"Panarama View","Panarama View","PV 38","PV 38","UNIT","PV_38","","0,9069","78553","2020/11/06","34"
"Panarama View","Panarama View","PV 39","PV 39","UNIT","PV_39","","0,9069","3099","2020/11/06","34"
"Panarama View","Panarama View","PV 40","PV 40","UNIT","PV_40","","0,9069","4391","2020/11/06","34"
"Panarama View","Panarama View","PV 41","PV 41","UNIT","PV_41","1","0,9069","53094","2020/11/06","34"
"Panarama View","Panarama View","PV 42","PV 42","UNIT","PV_42","","0,9069","49998","2020/11/06","34"
"Panarama View","Panarama View","PV 43","PV 43","UNIT","PV_43","1","0,9069","91018","2020/11/06","34"
"Panarama View","Panarama View","PV 44","PV 44","UNIT","PV_44","","0,9069","65771","2020/11/06","34"
"Panarama View","Panarama View","PV 45","PV 45","UNIT","PV_45","","0,9069","22480","2020/11/06","34"
"Panarama View","Panarama View","PV 46","PV 46","UNIT","PV_46","1","0,9069","69965","2020/11/06","34"
"Panarama View","Panarama View","PV 47","PV 47","UNIT","PV_47","","0,9069","57766","2020/11/06","34"
"Panarama View","Panarama View","PV 48","PV 48","UNIT","PV_48","","0,9069","88172","2020/11/06","34"
"Panarama View","Panarama View","PV 49","PV 49","UNIT","PV_49","","1,2608","86747","2020/11/06","34"
"Panarama View","Panarama View","PV 50","PV 50","UNIT","PV_50","","1,2829","8422","2020/11/06","34"
"Panarama View","Panarama View","PV 51","PV 51","UNIT","PV_51","","1,2608","79782","2020/11/06","34"
"Panarama View","Panarama View","PV 52","PV 52","UNIT","PV_52","","1,2829","91730","2020/11/06","34"
"Panarama View","Panarama View","PV 53A","PV 53A","UNIT","PV_53A","1","0,7299","67368","2020/11/06","34"
"Panarama View","Panarama View","PV 54","PV 54","UNIT","PV_54","","0,7520001","19953","2020/11/06","34"
"Panarama View","Panarama View","PV 55","PV 55","UNIT","PV_55","","0,7299","39533","2020/11/06","34"
"Panarama View","Panarama View","PV 56","PV 56","UNIT","PV_56","","0,7520001","50181","2020/11/06","34"
"Panarama View","Panarama View","PV 57A","PV 57A","UNIT","PV_57A","1","1,5483001","40670","2020/11/06","34"
"Panarama View","Panarama View","PV 58","PV 58","UNIT","PV_58","","1,5483001","587","2020/11/06","34"
"Panarama View","Panarama View","PV 59","PV 59","UNIT","PV_59","","1,5483001","22257","2020/11/06","34"
"Panarama View","Panarama View","PV 60","PV 60","UNIT","PV_60","","1,5262001","82062","2020/11/06","34"
"Panarama View","Panarama View","PV 61","PV 61","UNIT","PV_61","","1,5262001","26438","2020/11/06","34"
"Panarama View","Panarama View","PV 62","PV 62","UNIT","PV_62","","1,5262001","22282","2020/11/06","34"
"Panarama View","Panarama View","PV 63","PV 63","UNIT","PV_63","","1,5483001","6341","2020/11/06","34"
"Panarama View","Panarama View","PV 64","PV 64","UNIT","PV_64","","1,5483001","30617","2020/11/06","34"
"Panarama View","Panarama View","PV 65A","PV 65A","UNIT","PV_65A","","0,9069","87082","2020/11/06","34"
"Panarama View","Panarama View","PV 66","PV 66","UNIT","PV_66","","0,9069","76177","2020/11/06","34"
"Panarama View","Panarama View","PV 67","PV 67","UNIT","PV_67","1","0,9069","83719","2020/11/06","34"
"Panarama View","Panarama View","PV 68A","PV 68A","UNIT","PV_68A","1","0,9069","5676","2020/11/06","34"
"Panarama View","Panarama View","PV 69","PV 69","UNIT","PV_69","1","1,2829","30043","2020/11/06","34"
"Panarama View","Panarama View","PV 70","PV 70","UNIT","PV_70","1","1,2829","85594","2020/11/06","34"
"Panarama View","Panarama View","PV 71","PV 71","UNIT","PV_71","1","1,2829","17440","2020/11/06","34"
"Panarama View","Panarama View","PV 72","PV 72","UNIT","PV_72","","1,2829","20352","2020/11/06","34"
"Panarama View","Panarama View","PV 73","PV 73","UNIT","PV_73","1","1,2608","29688","2020/11/06","34"
"Panarama View","Panarama View","PV 74","PV 74","UNIT","PV_74","","1,2829","19457","2020/11/06","34"
"Panarama View","Panarama View","PV 75","PV 75","UNIT","PV_75","","1,2608","60922","2020/11/06","34"
"Panarama View","Panarama View","PV 76","PV 76","UNIT","PV_76","","1,2829","111463","2020/11/06","34"
"Panarama View","Panarama View","PV 77","PV 77","UNIT","PV_77","1","1,2829","28562","2020/11/06","34"
"Panarama View","Panarama View","PV 78","PV 78","UNIT","PV_78","","1,2608","15544","2020/11/06","34"
"Panarama View","Panarama View","PV 79","PV 79","UNIT","PV_79","1","1,2829","11666","2020/11/06","34"
"Panarama View","Panarama View","PV 80","PV 80","UNIT","PV_80","","1,2829","84134","2020/11/06","34"
"Panarama View","Panarama View","PV 81","PV 81","UNIT","PV_81","1","1,2829","55992","2020/11/06","34"
"Panarama View","Panarama View","PV 82","PV 82","UNIT","PV_82","","1,2829","73807","2020/11/06","34"
"Panarama View","Panarama View","PV 83","PV 83","UNIT","PV_83","","1,2829","9711","2020/11/06","34"
"Panarama View","Panarama View","PV 84","PV 84","UNIT","PV_84","","1,2829","10377","2020/11/06","34"
"Panarama View","Panarama View","Bulk 1",,"BULK","Bulk_1","",,"2979304","2020/11/06","34"
"Queensgate","Queensgate","QG 01","QG 01","UNIT","QG_01","","1,8868","40727","2026/03/05","98"
"Queensgate","Queensgate","QG 02A","QG 02A","UNIT","QG_02A","","1,8868","53032","2026/03/05","98"
"Queensgate","Queensgate","QG 03A","QG 03A","UNIT","QG_03A","","1,8868","27213","2026/03/05","98"
"Queensgate","Queensgate","QG 04","QG 04","UNIT","QG_04","","1,8868","38783","2026/03/05","98"
"Queensgate","Queensgate","QG 05","QG 05","UNIT","QG_05","","1,8868","48507","2026/03/05","98"
"Queensgate","Queensgate","QG 06","QG 06","UNIT","QG_06","","1,8868","20573","2026/03/05","98"
"Queensgate","Queensgate","QG 07","QG 07","UNIT","QG_07","","1,8868","12585","2026/03/05","98"
"Queensgate","Queensgate","QG 08","QG 08","UNIT","QG_08","","1,8868","8211","2026/03/05","98"
"Queensgate","Queensgate","QG 09","QG 09","UNIT","QG_09","","1,8868","30882","2026/03/05","98"
"Queensgate","Queensgate","QG 10","QG 10","UNIT","QG_10","","1,8868","41937","2026/03/05","98"
"Queensgate","Queensgate","QG 11","QG 11","UNIT","QG_11","","1,8868","26630","2026/03/05","98"
"Queensgate","Queensgate","QG 12","QG 12","UNIT","QG_12","","1,8868","29174","2026/03/05","98"
"Queensgate","Queensgate","QG 13","QG 13","UNIT","QG_13","","1,8868","36638","2026/03/05","98"
"Queensgate","Queensgate","QG 14A","QG 14A","UNIT","QG_14A","","1,8868","7031","2026/03/05","98"
"Queensgate","Queensgate","QG 15","QG 15","UNIT","QG_15","","1,8868","19680","2026/03/05","98"
"Queensgate","Queensgate","QG 16","QG 16","UNIT","QG_16","","1,8868","12541","2026/03/05","98"
"Queensgate","Queensgate","QG 17","QG 17","UNIT","QG_17","","1,8868","34220","2026/03/05","98"
"Queensgate","Queensgate","QG 18","QG 18","UNIT","QG_18","","1,8868","54609","2026/03/05","98"
"Queensgate","Queensgate","QG 19","QG 19","UNIT","QG_19","","1,8868","24397","2026/03/05","98"
"Queensgate","Queensgate","QG 20","QG 20","UNIT","QG_20","","1,8868","16319","2026/03/05","98"
