meter_id,scheme_name,service_type,meter_number,meter_role,unit_number,location_description,parent_meter_id,hierarchy_level,reconciliation_group,is_active,start_date,end_date,source_confidence,verified_by,notes,source_reference
meter-hazelmere-unit-hm-49,Hazelmere,electricity,HM 49,unit,HM 49,HM 49,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:HM 49
meter-hazelmere-unit-hm-50-a,Hazelmere,electricity,HM 50 A,unit,HM 50 A,HM 50 A,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:HM 50 A
meter-hazelmere-unit-hm-51,Hazelmere,electricity,HM 51,unit,HM 51,HM 51,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:HM 51
meter-hazelmere-unit-hm-52,Hazelmere,electricity,HM 52,unit,HM 52,HM 52,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:HM 52
meter-hazelmere-unit-hm-53,Hazelmere,electricity,HM 53,unit,HM 53,HM 53,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:HM 53
meter-hazelmere-common-com-store-1,Hazelmere,electricity,Com Store 1,common_property,,Hazelmere,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:Com Store 1
meter-hazelmere-common-com-store-2,Hazelmere,electricity,Com Store 2,common_property,,Hazelmere,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:Com Store 2
meter-hazelmere-common-com-store-3,Hazelmere,electricity,Com Store 3,common_property,,Hazelmere,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:Com Store 3
meter-hazelmere-bulk-bulk-1,Hazelmere,electricity,Bulk 1,bulk,,Hazelmere,,0,scheme-hazelmere,True,,,medium,,,Hazelmere:Bulk 1
meter-hazelmere-bulk-bulk-2,Hazelmere,electricity,Bulk 2,bulk,,Hazelmere,,0,scheme-hazelmere,True,,,medium,,,Hazelmere:Bulk 2
meter-hazelmere-bulk-bulk-3,Hazelmere,electricity,Bulk 3,bulk,,Hazelmere,,0,scheme-hazelmere,True,,,medium,,,Hazelmere:Bulk 3
meter-hazelmere-common-com07-public,Hazelmere,electricity,Com07 - Public,common_property,,Hazelmere,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:Com07 - Public
meter-hazelmere-unit-hm-32-garage,Hazelmere,electricity,HM 32 Garage,unit,HM 32 Garage,HM 32 Garage,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:HM 32 Garage
meter-hazelmere-unit-sq-geyser,Hazelmere,electricity,SQ Geyser,unit,SQ Geyser,SQ Geyser,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:SQ Geyser
meter-hazelmere-unit-g5,Hazelmere,electricity,G5,unit,G5,G5,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G5
meter-hazelmere-unit-g1,Hazelmere,electricity,G1,unit,G1,G1,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G1
meter-hazelmere-unit-g19,Hazelmere,electricity,G19,unit,G19,G19,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G19
meter-hazelmere-unit-g2,Hazelmere,electricity,G2,unit,G2,G2,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G2
meter-hazelmere-unit-g4,Hazelmere,electricity,G4,unit,G4,G4,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G4
meter-hazelmere-unit-g16,Hazelmere,electricity,G16,unit,G16,G16,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G16
meter-hazelmere-unit-g3,Hazelmere,electricity,G3,unit,G3,G3,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G3
meter-hazelmere-unit-g17,Hazelmere,electricity,G17,unit,G17,G17,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G17
meter-hazelmere-unit-g14,Hazelmere,electricity,G14,unit,G14,G14,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G14
meter-hazelmere-unit-g15,Hazelmere,electricity,G15,unit,G15,G15,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G15
meter-hazelmere-unit-g13,Hazelmere,electricity,G13,unit,G13,G13,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G13
meter-hazelmere-unit-g24,Hazelmere,electricity,G24,unit,G24,G24,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G24
meter-hazelmere-unit-g41,Hazelmere,electricity,G41,unit,G41,G41,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G41
meter-hazelmere-unit-g39,Hazelmere,electricity,G39,unit,G39,G39,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G39
meter-hazelmere-unit-g40,Hazelmere,electricity,G40,unit,G40,G40,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G40
meter-hazelmere-unit-g25,Hazelmere,electricity,G25,unit,G25,G25,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G25
meter-hazelmere-unit-g26,Hazelmere,electricity,G26,unit,G26,G26,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G26
meter-hazelmere-unit-g20,Hazelmere,electricity,G20,unit,G20,G20,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G20
meter-hazelmere-unit-g23,Hazelmere,electricity,G23,unit,G23,G23,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G23
meter-hazelmere-unit-g32,Hazelmere,electricity,G32,unit,G32,G32,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G32
meter-hazelmere-unit-g30-g31,Hazelmere,electricity,G30 & G31,unit,G30 & G31,G30 & G31,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G30 & G31
meter-hazelmere-unit-g28,Hazelmere,electricity,G28,unit,G28,G28,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G28
meter-hazelmere-unit-g29,Hazelmere,electricity,G29,unit,G29,G29,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G29
meter-hazelmere-unit-g53,Hazelmere,electricity,G53,unit,G53,G53,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G53
meter-hazelmere-unit-g100,Hazelmere,electricity,G100,unit,G100,G100,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G100
meter-hazelmere-unit-g54,Hazelmere,electricity,G54,unit,G54,G54,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G54
meter-hazelmere-unit-g59,Hazelmere,electricity,G59,unit,G59,G59,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G59
meter-hazelmere-unit-g60,Hazelmere,electricity,G60,unit,G60,G60,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G60
meter-hazelmere-unit-g90,Hazelmere,electricity,G90,unit,G90,G90,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G90
meter-hazelmere-unit-g91,Hazelmere,electricity,G91,unit,G91,G91,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G91
meter-hazelmere-unit-g92,Hazelmere,electricity,G92,unit,G92,G92,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G92
meter-hazelmere-unit-g62,Hazelmere,electricity,G62,unit,G62,G62,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G62
meter-hazelmere-unit-g66,Hazelmere,electricity,G66,unit,G66,G66,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G66
meter-hazelmere-unit-g65,Hazelmere,electricity,G65,unit,G65,G65,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G65
meter-hazelmere-unit-g64,Hazelmere,electricity,G64,unit,G64,G64,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G64
meter-hazelmere-unit-g79,Hazelmere,electricity,G79,unit,G79,G79,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G79
meter-hazelmere-unit-g99,Hazelmere,electricity,G99,unit,G99,G99,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G99
meter-hazelmere-unit-g119,Hazelmere,electricity,G119,unit,G119,G119,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G119
meter-hazelmere-unit-g112,Hazelmere,electricity,G112,unit,G112,G112,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G112
meter-hazelmere-unit-g81,Hazelmere,electricity,G81,unit,G81,G81,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G81
meter-hazelmere-unit-g61,Hazelmere,electricity,G61,unit,G61,G61,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G61
meter-hazelmere-unit-g63,Hazelmere,electricity,G63,unit,G63,G63,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G63
meter-hazelmere-unit-g69,Hazelmere,electricity,G69,unit,G69,G69,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G69
meter-hazelmere-unit-g72,Hazelmere,electricity,G72,unit,G72,G72,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G72
meter-hazelmere-unit-g71,Hazelmere,electricity,G71,unit,G71,G71,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G71
meter-hazelmere-unit-g70,Hazelmere,electricity,G70,unit,G70,G70,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G70
meter-hazelmere-unit-g45-g46,Hazelmere,electricity,G45 & G46,unit,G45 & G46,G45 & G46,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G45 & G46
meter-hazelmere-unit-g18,Hazelmere,electricity,G18,unit,G18,G18,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G18
meter-hazelmere-unit-g82,Hazelmere,electricity,G82,unit,G82,G82,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G82
meter-hazelmere-unit-g27,Hazelmere,electricity,G27,unit,G27,G27,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G27
meter-hazelmere-unit-g47-g48,Hazelmere,electricity,G47 & G48,unit,G47 & G48,G47 & G48,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G47 & G48
meter-hazelmere-unit-g44,Hazelmere,electricity,G44,unit,G44,G44,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G44
meter-hazelmere-unit-g42,Hazelmere,electricity,G42,unit,G42,G42,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G42
meter-hazelmere-unit-g94,Hazelmere,electricity,G94,unit,G94,G94,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G94
meter-hazelmere-unit-g96,Hazelmere,electricity,G96,unit,G96,G96,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G96
meter-hazelmere-unit-g97,Hazelmere,electricity,G97,unit,G97,G97,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G97
meter-hazelmere-unit-g98,Hazelmere,electricity,G98,unit,G98,G98,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G98
meter-hazelmere-unit-g103,Hazelmere,electricity,G103,unit,G103,G103,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G103
meter-hazelmere-unit-g52,Hazelmere,electricity,G52,unit,G52,G52,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G52
meter-hazelmere-unit-g104,Hazelmere,electricity,G104,unit,G104,G104,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G104
meter-hazelmere-unit-g93,Hazelmere,electricity,G93,unit,G93,G93,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G93
meter-hazelmere-unit-g105,Hazelmere,electricity,G105,unit,G105,G105,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G105
meter-hazelmere-unit-g106,Hazelmere,electricity,G106,unit,G106,G106,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G106
meter-hazelmere-unit-g109,Hazelmere,electricity,G109,unit,G109,G109,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G109
meter-hazelmere-unit-g108,Hazelmere,electricity,G108,unit,G108,G108,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G108
meter-hazelmere-unit-g116,Hazelmere,electricity,G116,unit,G116,G116,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G116
meter-hazelmere-unit-g123,Hazelmere,electricity,G123,unit,G123,G123,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G123
meter-hazelmere-unit-g113,Hazelmere,electricity,G113,unit,G113,G113,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G113
meter-hazelmere-unit-g115,Hazelmere,electricity,G115,unit,G115,G115,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G115
meter-hazelmere-unit-g51,Hazelmere,electricity,G51,unit,G51,G51,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G51
meter-hazelmere-unit-g122,Hazelmere,electricity,G122,unit,G122,G122,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G122
meter-hazelmere-unit-g120,Hazelmere,electricity,G120,unit,G120,G120,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G120
meter-hazelmere-unit-g121,Hazelmere,electricity,G121,unit,G121,G121,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G121
meter-hazelmere-unit-g111,Hazelmere,electricity,G111,unit,G111,G111,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G111
meter-hazelmere-unit-g114,Hazelmere,electricity,G114,unit,G114,G114,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G114
meter-hazelmere-unit-g110,Hazelmere,electricity,G110,unit,G110,G110,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G110
meter-hazelmere-unit-g50,Hazelmere,electricity,G50,unit,G50,G50,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G50
meter-hazelmere-unit-g80,Hazelmere,electricity,G80,unit,G80,G80,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:G80
meter-hazelmere-unit-st3,Hazelmere,electricity,ST3,unit,ST3,ST3,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST3
meter-hazelmere-unit-st4,Hazelmere,electricity,ST4,unit,ST4,ST4,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST4
meter-hazelmere-unit-st7,Hazelmere,electricity,ST7,unit,ST7,ST7,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST7
meter-hazelmere-unit-st8,Hazelmere,electricity,ST8,unit,ST8,ST8,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST8
meter-hazelmere-unit-st9,Hazelmere,electricity,ST9,unit,ST9,ST9,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST9
meter-hazelmere-unit-st11,Hazelmere,electricity,ST11,unit,ST11,ST11,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST11
meter-hazelmere-unit-st10,Hazelmere,electricity,ST10,unit,ST10,ST10,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST10
meter-hazelmere-unit-st12,Hazelmere,electricity,ST12,unit,ST12,ST12,,1,scheme-hazelmere,True,,,medium,,,Hazelmere:ST12
meter-akasia-unit-ak-01-fl-16,Akasia,electricity,AK 01 / FL 16,unit,AK 01 / FL 16,AK 01 / FL 16,,1,scheme-akasia,True,,,medium,,,Akasia:AK 01 / FL 16
meter-akasia-unit-ak-02-fl-15,Akasia,electricity,AK 02 / FL 15,unit,AK 02 / FL 15,AK 02 / FL 15,,1,scheme-akasia,True,,,medium,,,Akasia:AK 02 / FL 15
meter-akasia-unit-ak-03-fl-14,Akasia,electricity,AK 03 / FL 14,unit,AK 03 / FL 14,AK 03 / FL 14,,1,scheme-akasia,True,,,medium,,,Akasia:AK 03 / FL 14
meter-akasia-unit-ak-04-fl-13,Akasia,electricity,AK 04 / FL 13,unit,AK 04 / FL 13,AK 04 / FL 13,,1,scheme-akasia,True,,,medium,,,Akasia:AK 04 / FL 13
meter-akasia-unit-ak-05-fl-12,Akasia,electricity,AK 05 / FL 12,unit,AK 05 / FL 12,AK 05 / FL 12,,1,scheme-akasia,True,,,medium,,,Akasia:AK 05 / FL 12
meter-akasia-unit-ak-06-fl-11,Akasia,electricity,AK 06 / FL 11,unit,AK 06 / FL 11,AK 06 / FL 11,,1,scheme-akasia,True,,,medium,,,Akasia:AK 06 / FL 11
meter-akasia-unit-ak-07-fl-116,Akasia,electricity,AK 07 / FL 116,unit,AK 07 / FL 116,AK 07 / FL 116,,1,scheme-akasia,True,,,medium,,,Akasia:AK 07 / FL 116
meter-akasia-unit-ak-08-fl-117,Akasia,electricity,AK 08 / FL 117,unit,AK 08 / FL 117,AK 08 / FL 117,,1,scheme-akasia,True,,,medium,,,Akasia:AK 08 / FL 117
meter-akasia-unit-ak-09-fl-118,Akasia,electricity,AK 09 / FL 118,unit,AK 09 / FL 118,AK 09 / FL 118,,1,scheme-akasia,True,,,medium,,,Akasia:AK 09 / FL 118
meter-akasia-unit-ak-10-fl-119,Akasia,electricity,AK 10 / FL 119,unit,AK 10 / FL 119,AK 10 / FL 119,,1,scheme-akasia,True,,,medium,,,Akasia:AK 10 / FL 119
meter-akasia-unit-ak-11-fl-120,Akasia,electricity,AK 11 / FL 120,unit,AK 11 / FL 120,AK 11 / FL 120,,1,scheme-akasia,True,,,medium,,,Akasia:AK 11 / FL 120
meter-akasia-unit-ak-12-fl-112,Akasia,electricity,AK 12 / FL 112,unit,AK 12 / FL 112,AK 12 / FL 112,,1,scheme-akasia,True,,,medium,,,Akasia:AK 12 / FL 112
meter-akasia-unit-ak-13-fl-113,Akasia,electricity,AK 13 / FL 113,unit,AK 13 / FL 113,AK 13 / FL 113,,1,scheme-akasia,True,,,medium,,,Akasia:AK 13 / FL 113
meter-akasia-unit-ak-14-fl-114,Akasia,electricity,AK 14 / FL 114,unit,AK 14 / FL 114,AK 14 / FL 114,,1,scheme-akasia,True,,,medium,,,Akasia:AK 14 / FL 114
meter-akasia-unit-ak-15-fl-115,Akasia,electricity,AK 15 / FL 115,unit,AK 15 / FL 115,AK 15 / FL 115,,1,scheme-akasia,True,,,medium,,,Akasia:AK 15 / FL 115
meter-akasia-unit-ak-16-fl-26,Akasia,electricity,AK 16 / FL 26,unit,AK 16 / FL 26,AK 16 / FL 26,,1,scheme-akasia,True,,,medium,,,Akasia:AK 16 / FL 26
meter-akasia-unit-ak-17-fl-25,Akasia,electricity,AK 17 / FL 25,unit,AK 17 / FL 25,AK 17 / FL 25,,1,scheme-akasia,True,,,medium,,,Akasia:AK 17 / FL 25
meter-akasia-unit-ak-18-fl-24,Akasia,electricity,AK 18 / FL 24,unit,AK 18 / FL 24,AK 18 / FL 24,,1,scheme-akasia,True,,,medium,,,Akasia:AK 18 / FL 24
meter-akasia-unit-ak-19-fl-23,Akasia,electricity,AK 19 / FL 23,unit,AK 19 / FL 23,AK 19 / FL 23,,1,scheme-akasia,True,,,medium,,,Akasia:AK 19 / FL 23
meter-akasia-unit-ak-20-fl-22,Akasia,electricity,AK 20 / FL 22,unit,AK 20 / FL 22,AK 20 / FL 22,,1,scheme-akasia,True,,,medium,,,Akasia:AK 20 / FL 22
meter-akasia-unit-ak-21-fl-21,Akasia,electricity,AK 21 / FL 21,unit,AK 21 / FL 21,AK 21 / FL 21,,1,scheme-akasia,True,,,medium,,,Akasia:AK 21 / FL 21
meter-akasia-unit-ak-22-fl-216,Akasia,electricity,AK 22 / FL 216,unit,AK 22 / FL 216,AK 22 / FL 216,,1,scheme-akasia,True,,,medium,,,Akasia:AK 22 / FL 216
meter-akasia-unit-ak-23-fl-217,Akasia,electricity,AK 23 / FL 217,unit,AK 23 / FL 217,AK 23 / FL 217,,1,scheme-akasia,True,,,medium,,,Akasia:AK 23 / FL 217
meter-akasia-unit-ak-24-fl-218,Akasia,electricity,AK 24 / FL 218,unit,AK 24 / FL 218,AK 24 / FL 218,,1,scheme-akasia,True,,,medium,,,Akasia:AK 24 / FL 218
meter-akasia-unit-ak-25-fl-219,Akasia,electricity,AK 25 / FL 219,unit,AK 25 / FL 219,AK 25 / FL 219,,1,scheme-akasia,True,,,medium,,,Akasia:AK 25 / FL 219
meter-akasia-unit-ak-26-fl-220,Akasia,electricity,AK 26 / FL 220,unit,AK 26 / FL 220,AK 26 / FL 220,,1,scheme-akasia,True,,,medium,,,Akasia:AK 26 / FL 220
meter-akasia-unit-ak-27-fl-212,Akasia,electricity,AK 27 / FL 212,unit,AK 27 / FL 212,AK 27 / FL 212,,1,scheme-akasia,True,,,medium,,,Akasia:AK 27 / FL 212
meter-akasia-unit-ak-28-fl-213,Akasia,electricity,AK 28 / FL 213,unit,AK 28 / FL 213,AK 28 / FL 213,,1,scheme-akasia,True,,,medium,,,Akasia:AK 28 / FL 213
meter-akasia-unit-ak-29-fl-214,Akasia,electricity,AK 29 / FL 214,unit,AK 29 / FL 214,AK 29 / FL 214,,1,scheme-akasia,True,,,medium,,,Akasia:AK 29 / FL 214
meter-akasia-unit-ak-30-fl-215,Akasia,electricity,AK 30 / FL 215,unit,AK 30 / FL 215,AK 30 / FL 215,,1,scheme-akasia,True,,,medium,,,Akasia:AK 30 / FL 215
meter-akasia-unit-ak-31-fl-36,Akasia,electricity,AK 31 / FL 36,unit,AK 31 / FL 36,AK 31 / FL 36,,1,scheme-akasia,True,,,medium,,,Akasia:AK 31 / FL 36
meter-akasia-unit-ak-32-fl-35,Akasia,electricity,AK 32 / FL 35,unit,AK 32 / FL 35,AK 32 / FL 35,,1,scheme-akasia,True,,,medium,,,Akasia:AK 32 / FL 35
meter-akasia-unit-ak-33-fl-34,Akasia,electricity,AK 33 FL 34,unit,AK 33 FL 34,AK 33 FL 34,,1,scheme-akasia,True,,,medium,,,Akasia:AK 33 FL 34
meter-akasia-unit-ak-34-fl-33,Akasia,electricity,AK 34 / FL 33,unit,AK 34 / FL 33,AK 34 / FL 33,,1,scheme-akasia,True,,,medium,,,Akasia:AK 34 / FL 33
meter-akasia-unit-ak-35-fl-32,Akasia,electricity,AK 35 / FL 32,unit,AK 35 / FL 32,AK 35 / FL 32,,1,scheme-akasia,True,,,medium,,,Akasia:AK 35 / FL 32
meter-akasia-unit-ak-36-fl-31,Akasia,electricity,AK 36 / FL 31,unit,AK 36 / FL 31,AK 36 / FL 31,,1,scheme-akasia,True,,,medium,,,Akasia:AK 36 / FL 31
meter-akasia-unit-ak-37-fl-316,Akasia,electricity,AK 37 / FL 316,unit,AK 37 / FL 316,AK 37 / FL 316,,1,scheme-akasia,True,,,medium,,,Akasia:AK 37 / FL 316
meter-akasia-unit-ak-38-fl-317,Akasia,electricity,AK 38 / FL 317,unit,AK 38 / FL 317,AK 38 / FL 317,,1,scheme-akasia,True,,,medium,,,Akasia:AK 38 / FL 317
meter-akasia-unit-ak-39-fl-318,Akasia,electricity,AK 39 / FL 318,unit,AK 39 / FL 318,AK 39 / FL 318,,1,scheme-akasia,True,,,medium,,,Akasia:AK 39 / FL 318
meter-akasia-unit-ak-40-fl-319,Akasia,electricity,AK 40 / FL 319,unit,AK 40 / FL 319,AK 40 / FL 319,,1,scheme-akasia,True,,,medium,,,Akasia:AK 40 / FL 319
meter-akasia-unit-ak-41-fl-320,Akasia,electricity,AK 41 / FL 320,unit,AK 41 / FL 320,AK 41 / FL 320,,1,scheme-akasia,True,,,medium,,,Akasia:AK 41 / FL 320
meter-akasia-unit-ak-42-fl-312,Akasia,electricity,AK 42 / FL 312,unit,AK 42 / FL 312,AK 42 / FL 312,,1,scheme-akasia,True,,,medium,,,Akasia:AK 42 / FL 312
meter-akasia-unit-ak-43-fl-313,Akasia,electricity,AK 43 / FL 313,unit,AK 43 / FL 313,AK 43 / FL 313,,1,scheme-akasia,True,,,medium,,,Akasia:AK 43 / FL 313
meter-akasia-unit-ak-44-fl-314,Akasia,electricity,AK 44 / FL 314,unit,AK 44 / FL 314,AK 44 / FL 314,,1,scheme-akasia,True,,,medium,,,Akasia:AK 44 / FL 314
meter-akasia-unit-ak-45-fl-315,Akasia,electricity,AK 45 / FL 315,unit,AK 45 / FL 315,AK 45 / FL 315,,1,scheme-akasia,True,,,medium,,,Akasia:AK 45 / FL 315
meter-akasia-unit-ak-46-fl-46,Akasia,electricity,AK 46 / FL 46,unit,AK 46 / FL 46,AK 46 / FL 46,,1,scheme-akasia,True,,,medium,,,Akasia:AK 46 / FL 46
meter-akasia-unit-ak-47-fl-45,Akasia,electricity,AK 47 / FL 45,unit,AK 47 / FL 45,AK 47 / FL 45,,1,scheme-akasia,True,,,medium,,,Akasia:AK 47 / FL 45
meter-akasia-unit-ak-48-fl-44,Akasia,electricity,AK 48 / FL 44,unit,AK 48 / FL 44,AK 48 / FL 44,,1,scheme-akasia,True,,,medium,,,Akasia:AK 48 / FL 44
meter-akasia-unit-ak-49-fl-43,Akasia,electricity,AK 49 / FL 43,unit,AK 49 / FL 43,AK 49 / FL 43,,1,scheme-akasia,True,,,medium,,,Akasia:AK 49 / FL 43
meter-akasia-unit-ak-50-fl-42,Akasia,electricity,AK 50 / FL 42,unit,AK 50 / FL 42,AK 50 / FL 42,,1,scheme-akasia,True,,,medium,,,Akasia:AK 50 / FL 42
meter-akasia-unit-ak-51-fl-41,Akasia,electricity,AK 51 / FL 41,unit,AK 51 / FL 41,AK 51 / FL 41,,1,scheme-akasia,True,,,medium,,,Akasia:AK 51 / FL 41
meter-akasia-unit-ak-52-fl-416,Akasia,electricity,AK 52 / FL 416,unit,AK 52 / FL 416,AK 52 / FL 416,,1,scheme-akasia,True,,,medium,,,Akasia:AK 52 / FL 416
meter-akasia-unit-ak-53-fl-417,Akasia,electricity,AK 53 / FL 417,unit,AK 53 / FL 417,AK 53 / FL 417,,1,scheme-akasia,True,,,medium,,,Akasia:AK 53 / FL 417
meter-akasia-unit-ak-54-fl-418,Akasia,electricity,AK 54 / FL 418,unit,AK 54 / FL 418,AK 54 / FL 418,,1,scheme-akasia,True,,,medium,,,Akasia:AK 54 / FL 418
meter-akasia-unit-ak-55-fl-419,Akasia,electricity,AK 55 / FL 419,unit,AK 55 / FL 419,AK 55 / FL 419,,1,scheme-akasia,True,,,medium,,,Akasia:AK 55 / FL 419
meter-akasia-unit-ak-56-fl-420,Akasia,electricity,AK 56 / FL 420,unit,AK 56 / FL 420,AK 56 / FL 420,,1,scheme-akasia,True,,,medium,,,Akasia:AK 56 / FL 420
meter-akasia-unit-ak-57-fl-412,Akasia,electricity,AK 57 / FL 412,unit,AK 57 / FL 412,AK 57 / FL 412,,1,scheme-akasia,True,,,medium,,,Akasia:AK 57 / FL 412
meter-akasia-unit-ak-58-fl-413,Akasia,electricity,AK 58 / FL 413,unit,AK 58 / FL 413,AK 58 / FL 413,,1,scheme-akasia,True,,,medium,,,Akasia:AK 58 / FL 413
meter-akasia-unit-ak-59-fl-414,Akasia,electricity,AK 59 / FL 414,unit,AK 59 / FL 414,AK 59 / FL 414,,1,scheme-akasia,True,,,medium,,,Akasia:AK 59 / FL 414
meter-akasia-unit-ak-60-fl-415,Akasia,electricity,AK 60 / FL 415,unit,AK 60 / FL 415,AK 60 / FL 415,,1,scheme-akasia,True,,,medium,,,Akasia:AK 60 / FL 415
meter-akasia-unit-ak-61-fl-56,Akasia,electricity,AK 61 / FL 56,unit,AK 61 / FL 56,AK 61 / FL 56,,1,scheme-akasia,True,,,medium,,,Akasia:AK 61 / FL 56
meter-akasia-unit-ak-62-fl-55,Akasia,electricity,AK 62 / FL 55,unit,AK 62 / FL 55,AK 62 / FL 55,,1,scheme-akasia,True,,,medium,,,Akasia:AK 62 / FL 55
meter-akasia-unit-ak-63-fl-54,Akasia,electricity,AK 63 / FL 54,unit,AK 63 / FL 54,AK 63 / FL 54,,1,scheme-akasia,True,,,medium,,,Akasia:AK 63 / FL 54
meter-akasia-unit-ak-64-fl-53,Akasia,electricity,AK 64 / FL 53,unit,AK 64 / FL 53,AK 64 / FL 53,,1,scheme-akasia,True,,,medium,,,Akasia:AK 64 / FL 53
meter-akasia-unit-ak-65-fl-52,Akasia,electricity,AK 65 / FL 52,unit,AK 65 / FL 52,AK 65 / FL 52,,1,scheme-akasia,True,,,medium,,,Akasia:AK 65 / FL 52
